X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.30782,0.2280829,0.031910002,0.28709,4.321928,0.28237757
 rl, all,0.28866,0.19513574,0.026809998,0.27563,4.321928,0.30581734
 call4, rl,0.2666,0.19934815,0.013190001,0.24758,4.321928,0.25932962
 call4,mit,0.22159,0.14483036,0.03543,0.20632,4.321928,0.2770553
 all,mit,0.19345,0.15508723,0.029970005,0.1831,4.321928,0.19586417
 rl,mit,0.15184,0.1518081,0.017,0.13661,4.321928,-0.0056486554
