X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.34617,0.17207344,0.07317002,0.33689,4.321928,0.41724882
 rl, all,0.30998,0.13152526,0.03989002,0.29548,4.321928,0.42243904
 call4, rl,0.24287,0.12198758,0.024310008,0.22616,4.321928,0.3476815
 call4,mit,0.23909,0.15842491,0.07067,0.22487,4.321928,0.28401598
 all,mit,0.20232,0.12905286,0.01425001,0.19062,4.321928,0.27067903
 rl,mit,0.18912,0.18674107,0.05997999,0.17423,4.321928,0.04877424
