X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.32209,0.20291668,0.097690016,0.30902,4.321928,0.34521487
 rl, all,0.30094,0.18544392,0.031110018,0.28326,4.321928,0.33984715
 call4, rl,0.24433,0.13253057,0.036609992,0.23071,4.321928,0.33436424
 all,mit,0.22768,0.19320655,0.022879995,0.21402,4.321928,0.18567026
 call4,mit,0.21292,0.12853196,0.020070001,0.19889,4.321928,0.29049617
 rl,mit,0.19418,0.19331007,0.024049997,0.1744,4.321928,0.029494481
