X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 rl, all,0.32594,0.19822519,0.053869992,0.31296,4.321928,0.3573721
 call4, all,0.30824,0.102250785,0.06537001,0.293,4.321928,0.45386034
 call4, rl,0.29483,0.15540163,0.0655,0.2814,4.321928,0.37340108
 all,mit,0.22704,0.1317173,0.044269994,0.20807,4.321928,0.30874375
 call4,mit,0.18942,0.13434279,0.032860003,0.17151,4.321928,0.23468536
 rl,mit,0.18406,0.18295144,0.042730004,0.16501,4.321928,0.03329519
