mit, all, rl, call4
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 735, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 2702, 1477
0, 648, 6690, 0
0, 644, 1555, 994
2202, 616, 0, 0
1515, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
3542, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
1809, 0, 0, 0
1233, 0, 0, 0
0, 0, 0, 0
1266, 0, 0, 0
2066, 819, 0, 1223
0, 0, 0, 524
0, 0, 0, 907
0, 0, 0, 599
2913, 0, 0, 468
2944, 0, 0, 0
3777, 0, 0, 0
0, 1105, 0, 0
0, 0, 0, 0
0, 0, 2037, 1586
3399, 0, 0, 988
2943, 0, 0, 592
3475, 0, 2182, 1210
0, 0, 0, 0
0, 0, 764, 817
0, 0, 1549, 0
0, 1206, 0, 2447
5642, 0, 582, 3122
1809, 0, 0, 0
772, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 713
0, 0, 0, 0
1608, 0, 0, 0
0, 0, 0, 0
0, 963, 0, 0
0, 0, 0, 640
0, 986, 0, 431
1372, 673, 3371, 2597
0, 0, 0, 983
3864, 0, 0, 0
2617, 0, 0, 726
1931, 809, 0, 0
0, 716, 0, 0
1232, 0, 0, 0
1735, 0, 0, 0
1922, 452, 1947, 1335
4990, 530, 2509, 520
1333, 0, 0, 0
0, 522, 6918, 0
3502, 565, 3126, 665
4676, 679, 7369, 2793
2696, 0, 0, 0
1786, 0, 3507, 0
0, 594, 0, 0
2315, 528, 3059, 0
1850, 430, 6105, 1349
0, 425, 1988, 0
646, 0, 4712, 592
1184, 308, 3758, 830
1881, 473, 0, 424
0, 400, 0, 3535
1776, 348, 0, 1597
1319, 310, 0, 0
2281, 232, 3468, 1588
1838, 258, 1422, 1494
5412, 254, 4626, 2635
826, 360, 3544, 193
2625, 270, 0, 2009
1940, 368, 2626, 1398
0, 251, 5192, 606
1749, 366, 4464, 856
4561, 357, 0, 773
3204, 399, 2347, 872
4242, 294, 0, 667
0, 342, 2884, 1540
0, 387, 4555, 2016
1646, 265, 3474, 834
0, 432, 3983, 689
0, 415, 0, 914
2080, 237, 2203, 1590
0, 453, 3037, 723
0, 489, 3012, 0
0, 0, 2889, 747
0, 0, 8450, 0
0, 0, 3667, 0
0, 0, 4557, 0
0, 0, 2972, 2371
0, 389, 3653, 0
0, 0, 4406, 1906
0, 476, 5020, 0
0, 695, 0, 0
3944, 566, 2116, 0
0, 637, 2534, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 2852, 0
0, 757, 0, 2580
0, 829, 3545, 0
0, 0, 3480, 0
0, 879, 2858, 2171
0, 845, 1687, 1696
1932, 902, 2994, 3186
2578, 664, 0, 682
6865, 0, 0, 1989
4300, 780, 0, 764
0, 0, 0, 0
3811, 651, 2778, 1058
3067, 840, 6191, 1312
3925, 498, 0, 2475
0, 0, 0, 1025
848, 0, 0, 3213
0, 0, 0, 0
0, 0, 0, 0
2179, 0, 0, 0
1262, 0, 0, 0
1161, 671, 0, 1238
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
2407, 553, 0, 364
1738, 738, 2845, 1289
2136, 790, 0, 0
1895, 818, 5527, 1656
0, 804, 3451, 394
1609, 645, 0, 0
0, 590, 2053, 1262
0, 0, 2032, 0
2020, 841, 1192, 0
0, 0, 0, 0
0, 0, 1436, 618
0, 551, 2195, 689
0, 0, 0, 0
3127, 0, 0, 0
0, 0, 0, 0
0, 0, 1164, 0
0, 0, 0, 0
0, 0, 0, 0
1332, 0, 2145, 0
1628, 918, 0, 0
