X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, rl,0.30758,0.24549544,0.046350002,0.2907,4.321928,0.24916771
 rl, all,0.30631,0.23780504,0.058410004,0.28465,4.321928,0.26173452
 call4, all,0.30252,0.23891872,0.025969997,0.28172,4.321928,0.25219294
 all,mit,0.22576,0.20947649,0.04767999,0.21019,4.321928,0.12760685
 call4,mit,0.20956,0.11325609,0.017279997,0.19694,4.321928,0.31032872
 rl,mit,0.18142,0.18120253,0.03374,0.16682,4.321928,0.014746639
