X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.37084,0.16488151,0.092700005,0.35792,4.321928,0.45382652
 rl, all,0.2679,0.12797415,0.027449995,0.25902,4.321928,0.37406662
 call4, rl,0.25781,0.11468658,0.034730002,0.24014,4.321928,0.37831655
 all,mit,0.2203,0.1108489,0.02002,0.20322,4.321928,0.33083394
 call4,mit,0.16698,0.11102724,0.02346,0.15161,4.321928,0.23654336
 rl,mit,0.16337,0.16034092,0.034389995,0.15125,4.321928,0.05503712
