X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.31534,0.18293759,0.06136,0.29129,4.321928,0.36387143
 rl, all,0.29403,0.13191448,0.01816,0.28401,4.321928,0.40263572
 call4, rl,0.27433,0.13999979,0.02271001,0.26167,4.321928,0.36651084
 call4,mit,0.21846,0.15705866,0.03210999,0.19689,4.321928,0.24779294
 rl,mit,0.21112,0.2103936,0.07204,0.20103,4.321928,0.026951956
 all,mit,0.19571,0.14455004,0.020680003,0.17995,4.321928,0.22618568
