X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.29535,0.23211357,0.04914002,0.28209,4.321928,0.2514685
 rl, all,0.27839,0.13857399,0.018350005,0.26372,4.321928,0.37391979
 call4, rl,0.23096,0.12098408,0.024959996,0.21647,4.321928,0.33162618
 all,mit,0.21908,0.19190982,0.034319997,0.2058,4.321928,0.1648338
 call4,mit,0.20372,0.12567174,0.01907,0.18502,4.321928,0.2793712
 rl,mit,0.14186,0.14062272,0.014389999,0.13009,4.321928,0.035174813
