mit, all, rl, call4
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 1434, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 4555, 830
0, 3301, 2115, 0
0, 2335, 6756, 1073
2862, 2986, 0, 0
2973, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
2311, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
3740, 0, 0, 0
3746, 0, 0, 0
0, 0, 0, 0
3280, 0, 0, 0
2593, 1168, 0, 1088
0, 0, 0, 1104
0, 0, 0, 961
0, 0, 0, 981
3151, 0, 0, 1020
2615, 0, 0, 0
2822, 0, 0, 0
0, 220, 0, 0
0, 0, 0, 0
0, 0, 4979, 841
2260, 0, 0, 1095
2529, 0, 0, 1076
2729, 0, 5679, 926
0, 0, 0, 0
0, 0, 7614, 1059
0, 0, 7147, 0
0, 0, 0, 839
1850, 0, 9394, 709
3099, 0, 0, 0
4326, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 1150
0, 0, 0, 0
2878, 0, 0, 0
0, 0, 0, 0
0, 471, 0, 0
0, 0, 0, 994
0, 282, 0, 1124
3358, 4540, 4110, 663
0, 0, 0, 978
2244, 0, 0, 0
2451, 0, 0, 984
3650, 434, 0, 0
0, 1279, 0, 0
3366, 0, 0, 0
3402, 0, 0, 0
2610, 5296, 6547, 936
2137, 5753, 4992, 1043
3851, 0, 0, 0
0, 2139, 1763, 0
2243, 1545, 6712, 1070
1815, 33, 3419, 926
2834, 0, 0, 0
3114, 0, 3687, 0
0, 3070, 0, 0
3059, 2277, 4223, 0
2626, 1498, 2813, 939
0, 2672, 5198, 0
4021, 0, 2402, 1144
3056, 5014, 5283, 972
2553, 1183, 0, 1233
0, 1766, 0, 545
3082, 3417, 0, 968
3579, 3022, 0, 0
3563, 9750, 4957, 811
3561, 8737, 6206, 1044
1247, 5304, 4567, 736
4234, 1929, 3642, 1160
2500, 4798, 0, 792
3289, 4243, 6033, 837
0, 5820, 2394, 937
3488, 3408, 4760, 1001
2052, 1906, 0, 1004
2106, 1604, 6105, 994
2119, 2207, 0, 1121
0, 3160, 4757, 877
0, 2054, 4311, 705
2644, 5636, 4570, 944
0, 1819, 2425, 1061
0, 5649, 0, 1081
3065, 10763, 5143, 1044
0, 2181, 5355, 1072
0, 3200, 5325, 0
0, 0, 6087, 879
0, 0, 1583, 0
0, 0, 4780, 0
0, 0, 4211, 0
0, 0, 4670, 667
0, 7515, 3224, 0
0, 0, 3827, 838
0, 10202, 3613, 0
0, 318, 0, 0
1728, 1459, 5703, 0
0, 1208, 5458, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 4636, 0
0, 4708, 0, 912
0, 1951, 4664, 0
0, 0, 4015, 0
0, 1481, 4851, 890
0, 2042, 6323, 925
3547, 182, 4830, 673
2991, 1610, 0, 1043
1402, 0, 0, 695
1960, 2101, 0, 982
0, 0, 0, 0
2103, 1381, 5040, 1045
2644, 1251, 2734, 1120
2862, 6078, 0, 808
0, 0, 0, 1006
4448, 0, 0, 707
0, 0, 0, 0
0, 0, 0, 0
3292, 0, 0, 0
3460, 0, 0, 0
3692, 2227, 0, 833
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
2507, 6853, 0, 1123
3109, 2288, 4108, 862
2502, 3585, 0, 0
3231, 2088, 2044, 949
0, 713, 4760, 1059
3041, 4298, 0, 0
0, 4665, 5241, 1034
0, 0, 5807, 0
2726, 364, 6698, 0
0, 0, 0, 0
0, 0, 5388, 1060
0, 4193, 3940, 1090
0, 0, 0, 0
2835, 0, 0, 0
0, 0, 0, 0
0, 0, 7258, 0
0, 0, 0, 0
0, 0, 0, 0
3813, 0, 4892, 0
3634, 359, 0, 0
