mit, all, rl, call4
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 1283, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 23325, 19759
0, 1213, 20862, 0
0, 1973, 24876, 19559
23567, 894, 0, 0
21315, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
22240, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
23589, 0, 0, 0
22035, 0, 0, 0
0, 0, 0, 0
22611, 0, 0, 0
18602, 498, 0, 21343
0, 0, 0, 16067
0, 0, 0, 16819
0, 0, 0, 16876
22177, 0, 0, 11864
22514, 0, 0, 0
22777, 0, 0, 0
0, 225, 0, 0
0, 0, 0, 0
0, 0, 22547, 18416
21765, 0, 0, 17549
15652, 0, 0, 16774
20750, 0, 27158, 15255
0, 0, 0, 0
0, 0, 18770, 16063
0, 0, 24314, 0
0, 208, 0, 21960
22344, 0, 22521, 21470
21384, 0, 0, 0
20228, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 16509
0, 0, 0, 0
21657, 0, 0, 0
0, 0, 0, 0
0, 530, 0, 0
0, 0, 0, 15389
0, 910, 0, 15234
23584, 739, 23872, 21071
0, 0, 0, 19014
23325, 0, 0, 0
20814, 0, 0, 12727
20238, 1310, 0, 0
0, 1472, 0, 0
24360, 0, 0, 0
22399, 0, 0, 0
23146, 2184, 25541, 19643
23200, 2758, 22797, 16335
19930, 0, 0, 0
0, 4650, 20416, 0
23267, 3050, 23180, 16230
20175, 3524, 21161, 18051
21677, 0, 0, 0
22136, 0, 27053, 0
0, 3783, 0, 0
22544, 4424, 26570, 0
22008, 4880, 24513, 24229
0, 5390, 22926, 0
16229, 0, 22271, 17886
19768, 5453, 26041, 14718
21325, 5250, 0, 15439
0, 5186, 0, 18661
20481, 4594, 0, 19542
20793, 5575, 0, 0
24433, 5490, 23357, 18983
22675, 6535, 24047, 17690
19898, 7346, 26342, 21324
18421, 6425, 21796, 10488
23243, 6423, 0, 19384
21113, 5431, 24666, 18523
0, 6236, 19902, 15969
23624, 6597, 24275, 16503
22370, 6072, 0, 15457
20845, 5187, 24787, 17280
23731, 7002, 0, 17678
0, 6387, 22380, 21383
0, 6160, 24812, 17487
22519, 5359, 27330, 16700
0, 4007, 21093, 14387
0, 3418, 0, 18216
19604, 5398, 26921, 22481
0, 3034, 27567, 16420
0, 3162, 26757, 0
0, 0, 28857, 16944
0, 0, 22296, 0
0, 0, 25672, 0
0, 0, 24385, 0
0, 0, 27456, 20836
0, 2904, 23338, 0
0, 0, 22850, 21963
0, 2486, 21627, 0
0, 2074, 0, 0
19471, 2774, 26626, 0
0, 2373, 24170, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 24210, 0
0, 1720, 0, 20328
0, 1385, 22158, 0
0, 0, 23717, 0
0, 1297, 22611, 26341
0, 1726, 23093, 21726
24049, 2433, 25154, 24128
22302, 2075, 0, 14364
24330, 0, 0, 16927
21236, 2577, 0, 20774
0, 0, 0, 0
22456, 2188, 27990, 19137
23601, 3177, 21964, 17534
25664, 3041, 0, 17679
0, 0, 0, 17074
20547, 0, 0, 21136
0, 0, 0, 0
0, 0, 0, 0
21806, 0, 0, 0
21182, 0, 0, 0
20382, 1977, 0, 16159
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
21541, 3566, 0, 13823
25532, 2333, 27057, 22601
19457, 3827, 0, 0
24146, 3401, 22740, 18700
0, 2803, 24609, 13300
19873, 2287, 0, 0
0, 2397, 28869, 19135
0, 0, 27153, 0
21917, 775, 24055, 0
0, 0, 0, 0
0, 0, 26266, 14682
0, 964, 23875, 17268
0, 0, 0, 0
21312, 0, 0, 0
0, 0, 0, 0
0, 0, 25880, 0
0, 0, 0, 0
0, 0, 0, 0
21523, 0, 24417, 0
23470, 149, 0, 0
