X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.31864,0.14058593,0.045680016,0.30496,4.321928,0.42196453
 rl, all,0.28712,0.14310431,0.014830008,0.26725,4.321928,0.379494
 call4, rl,0.26576,0.14176393,0.018920004,0.24402,4.321928,0.35213077
 all,mit,0.21707,0.14796367,0.012290001,0.19929,4.321928,0.26288083
 call4,mit,0.20913,0.16264126,0.011639997,0.19714,4.321928,0.2156125
 rl,mit,0.17109,0.17065604,0.040769994,0.15449,4.321928,0.020831812
