X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 rl, all,0.31908,0.13127197,0.022909999,0.30552,4.321928,0.43336824
 call4, all,0.29796,0.09881164,0.045240015,0.2822,4.321928,0.44626042
 call4,mit,0.29744,0.22734502,0.13342999,0.28193,4.321928,0.26475453
 call4, rl,0.25207,0.121074975,0.017549992,0.23829,4.321928,0.36193237
 all,mit,0.2322,0.14446321,0.05681999,0.2195,4.321928,0.29620397
 rl,mit,0.1721,0.17114021,0.028420001,0.15881,4.321928,0.030980453
