X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.30359,0.18597695,0.06982,0.28744,4.321928,0.34294757
 rl, all,0.28447,0.16430396,0.04434,0.27199,4.321928,0.34664974
 call4, rl,0.27606,0.17102566,0.024329998,0.26381,4.321928,0.32408997
 rl,mit,0.20466,0.20445763,0.04771,0.18275,4.321928,0.014225536
 call4,mit,0.20466,0.12093357,0.03903,0.19193,4.321928,0.2893552
 all,mit,0.20423,0.16029939,0.03355,0.19158,4.321928,0.20959628
