mit, all, rl, call4
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 16346, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 13704, 3613
0, 15360, 30726, 0
0, 14650, 7599, 1936
7796, 14348, 0, 0
6509, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
12722, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
5898, 0, 0, 0
4572, 0, 0, 0
0, 0, 0, 0
4561, 0, 0, 0
8904, 18987, 0, 2472
0, 0, 0, 1307
0, 0, 0, 2372
0, 0, 0, 1567
9717, 0, 0, 1512
10008, 0, 0, 0
12188, 0, 0, 0
0, 25482, 0, 0
0, 0, 0, 0
0, 0, 10958, 4197
13785, 0, 0, 2669
12531, 0, 0, 1283
12221, 0, 10151, 3388
0, 0, 0, 0
0, 0, 4295, 2161
0, 0, 7016, 0
0, 27756, 0, 5373
18913, 0, 2339, 7168
6874, 0, 0, 0
2993, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 1576
0, 0, 0, 0
7185, 0, 0, 0
0, 0, 0, 0
0, 21469, 0, 0
0, 0, 0, 1522
0, 23310, 0, 1153
5002, 16616, 15373, 6386
0, 0, 0, 2460
13296, 0, 0, 0
10102, 0, 0, 2448
6396, 19864, 0, 0
0, 17360, 0, 0
5206, 0, 0, 0
6000, 0, 0, 0
7179, 11070, 8203, 3702
16894, 12146, 11767, 1459
4732, 0, 0, 0
0, 12434, 33534, 0
12417, 13475, 12475, 1747
17185, 15610, 30443, 7289
9896, 0, 0, 0
6731, 0, 16636, 0
0, 12704, 0, 0
8120, 12136, 13605, 0
7494, 11193, 25904, 2573
0, 9623, 9979, 0
2721, 0, 24322, 1442
5413, 7813, 15405, 2728
8020, 11352, 0, 981
0, 9753, 0, 9733
6753, 8544, 0, 3957
4341, 7107, 0, 0
7771, 4895, 15297, 4131
6145, 5657, 7462, 3137
21850, 5769, 18544, 6137
2951, 7930, 18438, 712
9763, 6134, 0, 4779
6767, 8144, 10889, 3404
0, 5771, 27140, 1812
5932, 8258, 18986, 2315
15166, 8263, 0, 2164
12113, 8653, 9763, 2426
15496, 6921, 0, 1405
0, 7960, 13506, 3544
0, 8226, 19338, 5317
6962, 5943, 14177, 2382
0, 10452, 21779, 1640
0, 9306, 0, 1901
7781, 5389, 11102, 3058
0, 11648, 12322, 1736
0, 11529, 12641, 0
0, 0, 10887, 2013
0, 0, 36851, 0
0, 0, 14816, 0
0, 0, 18705, 0
0, 0, 13214, 5813
0, 11002, 17996, 0
0, 0, 20342, 3844
0, 11151, 22463, 0
0, 16717, 0, 0
15855, 13600, 9402, 0
0, 15387, 12411, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 14189, 0
0, 15534, 0, 4963
0, 17690, 17067, 0
0, 0, 16182, 0
0, 19254, 14200, 4055
0, 17385, 7676, 3413
6290, 18915, 13910, 6661
8583, 16008, 0, 1340
23254, 0, 0, 5403
15550, 16476, 0, 2168
0, 0, 0, 0
14082, 15354, 12380, 1988
10176, 17101, 27766, 2379
11847, 10205, 0, 5696
0, 0, 0, 2466
2743, 0, 0, 6588
0, 0, 0, 0
0, 0, 0, 0
7617, 0, 0, 0
4893, 0, 0, 0
4825, 14412, 0, 3589
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
8886, 11406, 0, 1043
6187, 15194, 13929, 3065
9099, 15259, 0, 0
6900, 16016, 27917, 3829
0, 16742, 15119, 1410
6707, 13688, 0, 0
0, 12846, 9897, 2972
0, 0, 9925, 0
7937, 20000, 5941, 0
0, 0, 0, 0
0, 0, 7729, 1485
0, 13960, 12005, 1604
0, 0, 0, 0
11084, 0, 0, 0
0, 0, 0, 0
0, 0, 5150, 0
0, 0, 0, 0
0, 0, 0, 0
5054, 0, 11168, 0
5714, 22009, 0, 0
