X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.33209,0.22308028,0.07955,0.30895,4.321928,0.3301662
 call4, rl,0.27655,0.17796132,0.05089,0.26356,4.321928,0.31398833
 rl, all,0.27438,0.16768745,0.027690008,0.25797,4.321928,0.32663825
 call4,mit,0.22634,0.18914455,0.01766999,0.20113,4.321928,0.19286121
 all,mit,0.21807,0.17436521,0.02001001,0.19848,4.321928,0.20905691
 rl,mit,0.16856,0.16855958,0.032250002,0.15122,4.321928,-6.458584E-4
