X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.31024,0.16110373,0.03846,0.28768,4.321928,0.38618165
 rl, all,0.30303,0.16991591,0.037690014,0.29383,4.321928,0.36484805
 call4, rl,0.2546,0.11974391,0.06097001,0.23935,4.321928,0.36722755
 all,mit,0.21231,0.15607408,0.03316,0.19881,4.321928,0.23714115
 call4,mit,0.18121,0.120155096,0.023960002,0.16745,4.321928,0.24709289
 rl,mit,0.15608,0.15482889,0.03177,0.14734,4.321928,0.035370965
