X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.31666,0.1456811,0.058469996,0.30204,4.321928,0.41349593
 rl, all,0.28222,0.1342722,0.009200007,0.26592,4.321928,0.38463983
 call4, rl,0.27861,0.14174797,0.048399985,0.25484,4.321928,0.3699487
 all,mit,0.24458,0.1734848,0.047189996,0.22969,4.321928,0.26663685
 call4,mit,0.18762,0.13397771,0.02143,0.17187,4.321928,0.23160805
 rl,mit,0.16256,0.16161199,0.010980003,0.14351,4.321928,0.03078977
