X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.34951,0.17762625,0.047509998,0.33933,4.321928,0.41458866
 rl, all,0.31071,0.14246324,0.06035,0.29436,4.321928,0.41017896
 call4, rl,0.24244,0.10263169,0.031279996,0.22915,4.321928,0.3739095
 all,mit,0.21739,0.15263212,0.058760002,0.20688,4.321928,0.25447568
 call4,mit,0.1903,0.13400823,0.02556999,0.1765,4.321928,0.23725888
 rl,mit,0.18427,0.18276432,0.024580002,0.1708,4.321928,0.03880303
