X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.34248,0.17400517,0.09801,0.31754,4.321928,0.41045687
 rl, all,0.27868,0.1275408,0.013659984,0.25909,4.321928,0.38876626
 call4, rl,0.24061,0.11398083,0.017810002,0.23102,4.321928,0.35584992
 call4,mit,0.23673,0.17308263,0.05562,0.22324,4.321928,0.2522843
 all,mit,0.22987,0.15555435,0.028359994,0.21487,4.321928,0.27260897
 rl,mit,0.18881,0.18871062,0.063870005,0.16551,4.321928,0.0099694105
