X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 rl, all,0.25297,0.11395362,0.03647001,0.22797,4.321928,0.37284902
 call4, all,0.23958,0.089309454,0.043640003,0.23711,4.321928,0.38764745
 call4, rl,0.22032,0.094790906,0.042329997,0.21244,4.321928,0.35430086
 all,mit,0.15902,0.107140675,0.027170002,0.15642,4.321928,0.22777036
 call4,mit,0.13811,0.0641263,0.03165,0.13344,4.321928,0.27199945
 rl,mit,0.10648,0.10576315,0.043300003,0.10506,4.321928,0.026773999
