X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 rl, all,0.32803,0.26177087,0.054589987,0.30271,4.321928,0.25740844
 call4, all,0.32706,0.28326213,0.07672,0.3089,4.321928,0.20927943
 call4, rl,0.2663,0.21277392,0.01873,0.25548,4.321928,0.23135701
 all,mit,0.22459,0.21008882,0.023139998,0.21347,4.321928,0.12042089
 call4,mit,0.21475,0.121797085,0.03406,0.19964,4.321928,0.3048818
 rl,mit,0.19814,0.1981165,0.019209996,0.18335,4.321928,-0.0048479266
