X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.29278,0.10127385,0.032330006,0.28012,4.321928,0.43761417
 rl, all,0.2776,0.130406,0.026650012,0.26972,4.321928,0.38365868
 call4, rl,0.26863,0.12505138,0.027590007,0.25337,4.321928,0.3789177
 all,mit,0.24404,0.15201584,0.02802001,0.23156,4.321928,0.30335483
 call4,mit,0.1866,0.13078403,0.015750006,0.1699,4.321928,0.23625402
 rl,mit,0.14028,0.13827069,0.025789991,0.12716,4.321928,0.04482532
