X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 rl, all,0.32831,0.2362369,0.038650006,0.30399,4.321928,0.3034355
 call4, all,0.27702,0.121536106,0.026069999,0.26373,4.321928,0.39431447
 call4, rl,0.26848,0.16113642,0.018690005,0.25346,4.321928,0.3276333
 all,mit,0.23755,0.15682885,0.033010006,0.22395,4.321928,0.2841147
 call4,mit,0.22355,0.18987727,0.02599001,0.207,4.321928,0.1835013
 rl,mit,0.18022,0.17998984,0.040220007,0.17156,4.321928,0.015170573
