X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.34835,0.20776099,0.10185999,0.33586,4.321928,0.374952
 call4, rl,0.31385,0.2078007,0.08078998,0.29227,4.321928,0.3256521
 rl, all,0.30992,0.22144082,0.035150006,0.29139,4.321928,0.2974545
 all,mit,0.23442,0.16228193,0.032340005,0.21997,4.321928,0.2685853
 call4,mit,0.1982,0.1629881,0.010480009,0.17935,4.321928,0.18764834
 rl,mit,0.15412,0.15405785,0.010810003,0.14289,4.321928,0.007883312
