X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.30757,0.12271088,0.034329996,0.28948,4.321928,0.42995247
 rl, all,0.29796,0.15182544,0.03452,0.28675,4.321928,0.38227552
 call4,mit,0.29434,0.2513074,0.073450014,0.27689,4.321928,0.20744304
 call4, rl,0.25325,0.123860165,0.04593,0.24265,4.321928,0.35970798
 all,mit,0.22979,0.15753046,0.06012,0.21443,4.321928,0.26881135
 rl,mit,0.19526,0.19454782,0.050139993,0.18005,4.321928,0.02668677
