X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.33399,0.1375172,0.069489986,0.31859,4.321928,0.44325253
 rl, all,0.32741,0.1406094,0.07732999,0.31343,4.321928,0.43220437
 call4, rl,0.29361,0.15790825,0.04450001,0.27379,4.321928,0.3683772
 call4,mit,0.24141,0.17030497,0.0732,0.22165,4.321928,0.26665527
 rl,mit,0.2094,0.20745105,0.05258,0.18661,4.321928,0.04414702
 all,mit,0.19101,0.11511687,0.03452,0.17861,4.321928,0.27548707
