X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 rl, all,0.30913,0.24251997,0.036519974,0.29544,4.321928,0.2580892
 call4, all,0.29944,0.21654117,0.026789993,0.28372,4.321928,0.28792155
 call4, rl,0.28624,0.21897745,0.064990014,0.26843,4.321928,0.25935027
 all,mit,0.27668,0.26016787,0.069450006,0.2691,4.321928,0.12849951
 call4,mit,0.24805,0.15826993,0.060699992,0.23266,4.321928,0.29963323
 rl,mit,0.16053,0.15953113,0.019690007,0.1456,4.321928,0.03160482
