mit, all, rl, call4
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 9245, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 3485, 919
0, 10376, 3881, 0
0, 10592, 3002, 732
2216, 9634, 0, 0
2105, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
2361, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
1924, 0, 0, 0
1877, 0, 0, 0
0, 0, 0, 0
1963, 0, 0, 0
2187, 7695, 0, 815
0, 0, 0, 641
0, 0, 0, 778
0, 0, 0, 751
2156, 0, 0, 621
2280, 0, 0, 0
2280, 0, 0, 0
0, 6066, 0, 0
0, 0, 0, 0
0, 0, 3361, 899
2409, 0, 0, 757
2122, 0, 0, 650
2246, 0, 3327, 801
0, 0, 0, 0
0, 0, 2481, 702
0, 0, 2842, 0
0, 5390, 0, 970
2586, 0, 1976, 1095
2094, 0, 0, 0
1584, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 651
0, 0, 0, 0
2096, 0, 0, 0
0, 0, 0, 0
0, 7341, 0, 0
0, 0, 0, 737
0, 8403, 0, 624
1983, 10590, 3593, 1090
0, 0, 0, 823
2422, 0, 0, 0
2320, 0, 0, 732
1888, 8262, 0, 0
0, 9582, 0, 0
2082, 0, 0, 0
2005, 0, 0, 0
2213, 11835, 3047, 898
2521, 12399, 3325, 715
1734, 0, 0, 0
0, 13290, 3904, 0
2458, 11363, 3082, 659
2445, 10625, 3819, 959
2221, 0, 0, 0
2070, 0, 3794, 0
0, 12741, 0, 0
2160, 13136, 3603, 0
2201, 13147, 3993, 920
0, 13922, 3294, 0
1528, 0, 3820, 690
2021, 13827, 3471, 764
2240, 13135, 0, 548
0, 13050, 0, 1137
2049, 13059, 0, 823
1826, 13801, 0, 0
2069, 14334, 3451, 955
1972, 14922, 3057, 783
2631, 15206, 3637, 1052
1515, 14151, 3635, 476
2324, 14175, 0, 963
2011, 13738, 3189, 913
0, 14458, 3739, 784
2006, 14111, 3580, 757
2460, 13702, 0, 716
2375, 13050, 3167, 773
2535, 14626, 0, 704
0, 14134, 3386, 938
0, 13754, 3684, 1008
2257, 13667, 3563, 786
0, 11992, 3746, 620
0, 12358, 0, 724
2049, 13920, 3453, 848
0, 10759, 3450, 735
0, 11420, 3459, 0
0, 0, 3296, 785
0, 0, 4040, 0
0, 0, 3512, 0
0, 0, 3659, 0
0, 0, 3573, 1099
0, 12284, 3719, 0
0, 0, 3661, 974
0, 12470, 3664, 0
0, 8761, 0, 0
2442, 10703, 3265, 0
0, 10165, 3336, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 3523, 0
0, 11826, 0, 943
0, 10556, 3461, 0
0, 0, 3581, 0
0, 10099, 3430, 1015
0, 11255, 3011, 898
1990, 10509, 3490, 1134
2136, 10991, 0, 658
2729, 0, 0, 996
2446, 11867, 0, 842
0, 0, 0, 0
2450, 10835, 3534, 772
2319, 12335, 3840, 702
2344, 12828, 0, 960
0, 0, 0, 771
1510, 0, 0, 1080
0, 0, 0, 0
0, 0, 0, 0
2053, 0, 0, 0
1904, 0, 0, 0
1816, 10331, 0, 892
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
2247, 13228, 0, 584
2173, 11592, 3720, 933
2215, 13261, 0, 0
2125, 12154, 3933, 867
0, 10618, 3509, 642
2059, 11668, 0, 0
0, 11995, 3452, 822
0, 0, 3333, 0
2218, 7080, 2954, 0
0, 0, 0, 0
0, 0, 3319, 638
0, 9974, 3555, 694
0, 0, 0, 0
2217, 0, 0, 0
0, 0, 0, 0
0, 0, 2832, 0
0, 0, 0, 0
0, 0, 0, 0
1851, 0, 3385, 0
1935, 5864, 0, 0
