X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 rl, all,0.32175,0.14448816,0.11385998,0.31109,4.321928,0.42102474
 call4, all,0.29171,0.07767321,0.053369984,0.28011,4.321928,0.4626411
 call4, rl,0.23813,0.103150025,0.017350003,0.2278,4.321928,0.3673962
 all,mit,0.20779,0.12264624,0.037229992,0.19834,4.321928,0.29179403
 call4,mit,0.17111,0.112842724,0.015470002,0.15622,4.321928,0.24138616
 rl,mit,0.15912,0.15808761,0.057419993,0.14634,4.321928,0.032130674
