X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.28109,0.12129274,0.01952,0.26068,4.321928,0.39974648
 rl, all,0.25477,0.08968319,0.019449994,0.23822,4.321928,0.40630877
 call4, rl,0.25303,0.11827156,0.062979996,0.2387,4.321928,0.3670946
 all,mit,0.2336,0.18066365,0.019529998,0.21544,4.321928,0.23007903
 call4,mit,0.18708,0.13200694,0.01794,0.16948,4.321928,0.23467647
 rl,mit,0.16069,0.15992485,0.039479993,0.14793,4.321928,0.027661273
