mit, all, rl, call4
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 3945, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 25139, 10990
0, 6070, 22184, 0
0, 5357, 28037, 11475
20704, 6125, 0, 0
18809, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
19752, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
22975, 0, 0, 0
19747, 0, 0, 0
0, 0, 0, 0
18602, 0, 0, 0
17612, 2892, 0, 12042
0, 0, 0, 9520
0, 0, 0, 9779
0, 0, 0, 9520
21849, 0, 0, 7548
20772, 0, 0, 0
23204, 0, 0, 0
0, 956, 0, 0
0, 0, 0, 0
0, 0, 25165, 11051
20657, 0, 0, 11189
18448, 0, 0, 9680
21639, 0, 28070, 9753
0, 0, 0, 0
0, 0, 22464, 9864
0, 0, 28220, 0
0, 412, 0, 13201
20578, 0, 25948, 12627
19552, 0, 0, 0
18197, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 10073
0, 0, 0, 0
19135, 0, 0, 0
0, 0, 0, 0
0, 2084, 0, 0
0, 0, 0, 8781
0, 1697, 0, 9131
20673, 6771, 25526, 11282
0, 0, 0, 10561
21059, 0, 0, 0
19356, 0, 0, 8083
21432, 2074, 0, 0
0, 4123, 0, 0
19212, 0, 0, 0
20210, 0, 0, 0
19977, 7708, 29271, 11629
21752, 8395, 27334, 8963
19292, 0, 0, 0
0, 5012, 21136, 0
20470, 4590, 31829, 9778
18930, 1508, 29019, 12364
20680, 0, 0, 0
20771, 0, 27165, 0
0, 6197, 0, 0
19954, 6046, 27259, 0
18711, 4691, 25379, 13072
0, 6022, 25221, 0
16041, 0, 22683, 9756
16948, 7825, 32088, 8746
17882, 4248, 0, 9655
0, 4311, 0, 10610
19044, 6537, 0, 12028
19637, 6439, 0, 0
23752, 9497, 29294, 10416
20550, 9018, 26668, 11507
17299, 7896, 30393, 12121
17715, 4683, 25301, 6307
20744, 7657, 0, 11092
20757, 6577, 30063, 10064
0, 7613, 21512, 9034
21328, 5670, 30420, 9242
20902, 5200, 0, 9388
18629, 4484, 28632, 10164
20804, 5511, 0, 9961
0, 6464, 26510, 11762
0, 5435, 29490, 10210
17984, 7481, 30290, 9591
0, 4915, 21736, 9028
0, 8096, 0, 10762
19708, 11071, 26832, 13157
0, 5015, 30077, 9674
0, 6184, 28997, 0
0, 0, 32226, 9530
0, 0, 20344, 0
0, 0, 30577, 0
0, 0, 28624, 0
0, 0, 28386, 10958
0, 9169, 24271, 0
0, 0, 27717, 12433
0, 10436, 27508, 0
0, 2328, 0, 0
17316, 4556, 29022, 0
0, 4102, 29000, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 26153, 0
0, 6571, 0, 13152
0, 4728, 27939, 0
0, 0, 26904, 0
0, 3338, 25816, 14305
0, 4644, 26974, 12204
22598, 2223, 27632, 12901
21259, 4712, 0, 8760
19697, 0, 0, 9818
19938, 5006, 0, 10967
0, 0, 0, 0
19958, 4812, 29633, 11586
21292, 3603, 24887, 11602
25042, 9609, 0, 11407
0, 0, 0, 10445
19632, 0, 0, 12525
0, 0, 0, 0
0, 0, 0, 0
21545, 0, 0, 0
19750, 0, 0, 0
18862, 5003, 0, 9720
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
19174, 9148, 0, 7727
20350, 4716, 26256, 11615
17505, 5410, 0, 0
20725, 4146, 20966, 11038
0, 3125, 28712, 8021
18122, 6846, 0, 0
0, 8055, 27659, 11725
0, 0, 28381, 0
18728, 2082, 25470, 0
0, 0, 0, 0
0, 0, 25924, 8913
0, 6679, 23333, 9928
0, 0, 0, 0
21387, 0, 0, 0
0, 0, 0, 0
0, 0, 26739, 0
0, 0, 0, 0
0, 0, 0, 0
20543, 0, 25744, 0
21941, 1763, 0, 0
