X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.30423,0.09487493,0.0448,0.28585,4.321928,0.45755336
 call4, rl,0.28862,0.15795158,0.04321,0.27223,4.321928,0.36148086
 rl, all,0.27157,0.15233901,0.011930004,0.25795,4.321928,0.3452984
 all,mit,0.2506,0.1738342,0.034349993,0.23329,4.321928,0.2770664
 call4,mit,0.19782,0.1422661,0.01783,0.18135,4.321928,0.23569874
 rl,mit,0.1838,0.18343271,0.033149995,0.16888,4.321928,0.019164838
