X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.28297,0.15644777,0.03412001,0.27055,4.321928,0.35569966
 call4, rl,0.27719,0.17647499,0.034690008,0.26232,4.321928,0.3173563
 rl, all,0.26135,0.110005096,0.03140001,0.24559,4.321928,0.38903072
 all,mit,0.23021,0.1729311,0.011799999,0.21241,4.321928,0.23933013
 call4,mit,0.22336,0.14358917,0.03333,0.20697,4.321928,0.28243732
 rl,mit,0.18994,0.18992436,0.037059993,0.17724,4.321928,0.0039547714
