X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 rl, all,0.32571,0.25194204,0.04187998,0.31098,4.321928,0.27160257
 call4, all,0.30109,0.22177051,0.054700002,0.28492,4.321928,0.28163716
 call4, rl,0.24195,0.15017283,0.03509,0.23195,4.321928,0.30294746
 all,mit,0.22593,0.21257882,0.01766,0.21191,4.321928,0.115547344
 call4,mit,0.22107,0.1334385,0.03501001,0.20431,4.321928,0.2960262
 rl,mit,0.14965,0.14829803,0.04237,0.13924,4.321928,0.036769062
