X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 rl, all,0.36304,0.17995349,0.11333001,0.34085,4.321928,0.4278861
 call4, all,0.30793,0.16925149,0.032759994,0.29321,4.321928,0.37239563
 call4, rl,0.24959,0.13177896,0.032759994,0.23462,4.321928,0.34323612
 all,mit,0.22099,0.16420422,0.008580007,0.2107,4.321928,0.23829766
 call4,mit,0.21889,0.13971183,0.060269997,0.20497,4.321928,0.28138617
 rl,mit,0.17738,0.17626077,0.042069994,0.16409,4.321928,0.0334548
