X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.31003,0.23853171,0.030369997,0.28923,4.321928,0.26739165
 rl, all,0.29612,0.22634919,0.033769995,0.28506,4.321928,0.26414162
 call4, rl,0.27904,0.22106677,0.034860015,0.26485,4.321928,0.24077632
 all,mit,0.25657,0.2350906,0.06772001,0.23746,4.321928,0.14655855
 call4,mit,0.21925,0.13444984,0.035849996,0.21142,4.321928,0.29120466
 rl,mit,0.17902,0.17839234,0.040260002,0.16371,4.321928,0.02505313
