X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 rl, all,0.33886,0.15437776,0.074609995,0.3263,4.321928,0.42951396
 call4, all,0.32878,0.16136493,0.08726999,0.31703,4.321928,0.40916386
 all,mit,0.25949,0.1687867,0.055570006,0.24693,4.321928,0.3011699
 call4,mit,0.23299,0.15834305,0.053670004,0.21821,4.321928,0.27321592
 call4, rl,0.23049,0.12409013,0.012569994,0.21845,4.321928,0.32618994
 rl,mit,0.18905,0.18858485,0.041870005,0.17509,4.321928,0.021567604
