mit, all, rl, call4
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 731, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 25693, 19012
0, 823, 20521, 0
0, 702, 23197, 15566
20306, 1040, 0, 0
22802, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
22089, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
19096, 0, 0, 0
19241, 0, 0, 0
0, 0, 0, 0
19829, 0, 0, 0
25049, 600, 0, 15620
0, 0, 0, 14784
0, 0, 0, 18137
0, 0, 0, 15934
21856, 0, 0, 19291
21389, 0, 0, 0
21026, 0, 0, 0
0, 88, 0, 0
0, 0, 0, 0
0, 0, 25971, 20210
21883, 0, 0, 17815
28653, 0, 0, 15163
22705, 0, 21638, 20958
0, 0, 0, 0
0, 0, 27143, 17471
0, 0, 23751, 0
0, 20, 0, 19002
19301, 0, 17575, 19142
22045, 0, 0, 0
18603, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 15429
0, 0, 0, 0
23559, 0, 0, 0
0, 0, 0, 0
0, 266, 0, 0
0, 0, 0, 15800
0, 45, 0, 14282
19614, 729, 24863, 19774
0, 0, 0, 16617
20153, 0, 0, 0
22555, 0, 0, 20764
22313, 362, 0, 0
0, 345, 0, 0
18734, 0, 0, 0
20369, 0, 0, 0
21428, 1689, 23279, 18514
19545, 974, 26140, 15305
21815, 0, 0, 0
0, 563, 20128, 0
20198, 767, 25591, 16348
22952, 324, 20021, 21420
22707, 0, 0, 0
22003, 0, 20893, 0
0, 517, 0, 0
21309, 538, 21992, 0
22575, 760, 19553, 14278
0, 650, 25636, 0
22003, 0, 21525, 14458
23102, 1019, 21863, 20124
22466, 575, 0, 13111
0, 796, 0, 21636
23313, 1274, 0, 19542
20816, 1131, 0, 0
19781, 1238, 23819, 19635
20521, 637, 24353, 18364
20167, 695, 21192, 19184
20074, 514, 25001, 14843
20678, 860, 0, 20423
22668, 840, 24398, 18917
0, 1095, 23628, 16936
19676, 623, 22741, 17992
20355, 621, 0, 18010
23218, 885, 23540, 18079
19302, 580, 0, 13881
0, 569, 26453, 17454
0, 481, 21162, 21033
20879, 1366, 20984, 18486
0, 891, 25184, 16991
0, 1193, 0, 15804
24739, 1360, 22345, 16000
0, 986, 21298, 15543
0, 781, 22757, 0
0, 0, 20564, 17305
0, 0, 16488, 0
0, 0, 22621, 0
0, 0, 22235, 0
0, 0, 22388, 19221
0, 1084, 23823, 0
0, 0, 23123, 16729
0, 1111, 23408, 0
0, 394, 0, 0
23858, 702, 22679, 0
0, 366, 23994, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 23956, 0
0, 628, 0, 18818
0, 370, 25370, 0
0, 0, 23695, 0
0, 403, 26519, 14747
0, 519, 24655, 16690
19884, 225, 24161, 17533
22546, 540, 0, 15454
16406, 0, 0, 22375
22381, 409, 0, 15592
0, 0, 0, 0
22003, 507, 20333, 15345
21036, 323, 20630, 17817
18701, 1161, 0, 21192
0, 0, 0, 17294
17973, 0, 0, 18784
0, 0, 0, 0
0, 0, 0, 0
21789, 0, 0, 0
21509, 0, 0, 0
21477, 838, 0, 20122
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
23218, 835, 0, 15549
17615, 831, 22087, 16450
24455, 362, 0, 0
20407, 343, 21156, 19136
0, 244, 23662, 16320
23982, 778, 0, 0
0, 782, 20367, 17144
0, 0, 21543, 0
21625, 315, 23169, 0
0, 0, 0, 0
0, 0, 22393, 15090
0, 1172, 24819, 15291
0, 0, 0, 0
22521, 0, 0, 0
0, 0, 0, 0
0, 0, 20730, 0
0, 0, 0, 0
0, 0, 0, 0
21098, 0, 24768, 0
20340, 361, 0, 0
