X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.30775,0.14256977,0.05529,0.29318,4.321928,0.4064237
 rl, all,0.30703,0.12027827,0.02738002,0.29347,4.321928,0.4321478
 call4, rl,0.27778,0.15994848,0.02455999,0.2574,4.321928,0.34326595
 call4,mit,0.23582,0.1513964,0.045080006,0.21787,4.321928,0.2905574
 all,mit,0.22896,0.15317369,0.024690002,0.21335,4.321928,0.27529317
 rl,mit,0.18937,0.1881326,0.027060002,0.17485,4.321928,0.0351768
