X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.30053,0.18376316,0.061600015,0.28512,4.321928,0.3417116
 rl, all,0.29449,0.19773793,0.028260008,0.27732,4.321928,0.31104997
 call4, rl,0.29016,0.18563892,0.067880005,0.27952,4.321928,0.3232972
 all,mit,0.27204,0.23242362,0.089389995,0.25627,4.321928,0.19903867
 rl,mit,0.22319,0.22314036,0.09408,0.20575,4.321928,0.007044913
 call4,mit,0.20516,0.17338702,0.016880006,0.19328,4.321928,0.17824979
