X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 rl, all,0.28816,0.120476484,0.02567999,0.27934,4.321928,0.40949178
 call4, all,0.25579,0.10574216,0.038000003,0.24455,4.321928,0.3873601
 call4,mit,0.23302,0.16734648,0.045449995,0.20912,4.321928,0.25626844
 call4, rl,0.21954,0.12411538,0.014140002,0.20647,4.321928,0.30890876
 all,mit,0.21004,0.1349271,0.026950002,0.19478,4.321928,0.27406734
 rl,mit,0.16487,0.16486499,0.024239998,0.15298,4.321928,0.0022362922
