X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 all,mit,0.30735,0.24410155,0.09892,0.29387,4.321928,0.25149244
 call4, all,0.29907,0.1503412,0.026329994,0.27707,4.321928,0.38565373
 rl, all,0.27721,0.105952874,0.023619995,0.26785,4.321928,0.41383225
 call4, rl,0.25076,0.13962997,0.01924999,0.2363,4.321928,0.3333617
 call4,mit,0.2304,0.14944579,0.023489997,0.2028,4.321928,0.28452453
 rl,mit,0.20233,0.20201956,0.06544,0.18003,4.321928,0.017619185
