X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.28235,0.10154249,0.029139996,0.2611,4.321928,0.42521468
 rl, all,0.26544,0.12308857,0.021109983,0.25188,4.321928,0.37729487
 call4, rl,0.25705,0.1305377,0.022349998,0.24029,4.321928,0.35568568
 call4,mit,0.23593,0.17462121,0.037389994,0.2164,4.321928,0.24760611
 all,mit,0.20498,0.12785167,0.01354,0.18897,4.321928,0.2777199
 rl,mit,0.16262,0.16207983,0.042789996,0.13861,4.321928,0.023241436
