X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.31873,0.17692551,0.028599992,0.30615,4.321928,0.37656936
 rl, all,0.28006,0.13903585,0.026069999,0.2665,4.321928,0.37553182
 call4, rl,0.23345,0.1157062,0.030049995,0.21987,4.321928,0.34313816
 call4,mit,0.23018,0.15063809,0.090629995,0.21738,4.321928,0.28203174
 rl,mit,0.19563,0.1921939,0.037640005,0.18034,4.321928,0.05861827
 all,mit,0.18944,0.1485384,0.016509995,0.17804,4.321928,0.20224144
