X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.29634,0.14274614,0.047939986,0.28276,4.321928,0.39191052
 rl, all,0.29421,0.19454637,0.024909988,0.2802,4.321928,0.31569543
 call4, rl,0.27145,0.1634673,0.012799993,0.26009,4.321928,0.32860723
 rl,mit,0.23573,0.2355622,0.08542001,0.21751,4.321928,0.0129537685
 call4,mit,0.22402,0.19380525,0.023149997,0.21178,4.321928,0.17382392
 all,mit,0.21528,0.14843947,0.016859993,0.20242,4.321928,0.25853536
