mit, all, rl, call4
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 82529, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 16549, 2186
0, 89783, 22255, 0
0, 93673, 12570, 1456
8233, 83938, 0, 0
7664, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
9493, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
6710, 0, 0, 0
6216, 0, 0, 0
0, 0, 0, 0
6354, 0, 0, 0
8053, 71800, 0, 1760
0, 0, 0, 1267
0, 0, 0, 1644
0, 0, 0, 1601
8335, 0, 0, 1097
8948, 0, 0, 0
9561, 0, 0, 0
0, 64353, 0, 0
0, 0, 0, 0
0, 0, 15016, 2120
10567, 0, 0, 1630
8161, 0, 0, 1238
9171, 0, 15239, 1699
0, 0, 0, 0
0, 0, 8480, 1440
0, 0, 11465, 0
0, 60115, 0, 2406
12054, 0, 6041, 3194
7412, 0, 0, 0
4711, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 1224
0, 0, 0, 0
7609, 0, 0, 0
0, 0, 0, 0
0, 70943, 0, 0
0, 0, 0, 1365
0, 89410, 0, 1254
6935, 96015, 17379, 2975
0, 0, 0, 1755
10125, 0, 0, 0
9214, 0, 0, 1500
6435, 78047, 0, 0
0, 89321, 0, 0
7390, 0, 0, 0
6999, 0, 0, 0
8208, 92083, 13031, 2184
11725, 103632, 14956, 1502
5554, 0, 0, 0
0, 112056, 23730, 0
10516, 95593, 14205, 1305
10906, 93642, 23430, 2588
8848, 0, 0, 0
7560, 0, 19844, 0
0, 110711, 0, 0
8162, 107728, 17404, 0
8037, 106116, 23495, 2218
0, 107780, 14720, 0
4122, 0, 20638, 1305
6747, 99610, 17318, 1665
8305, 105169, 0, 976
0, 96687, 0, 3225
7121, 94534, 0, 1957
5821, 94933, 0, 0
8081, 88199, 17112, 2346
6837, 97494, 12694, 1741
12515, 102594, 19683, 2809
4242, 101868, 18880, 700
9316, 96917, 0, 2444
7410, 99727, 14431, 2115
0, 98408, 20638, 1592
7018, 106694, 19460, 1512
10686, 101353, 0, 1441
9587, 94498, 13751, 1660
11433, 105173, 0, 1298
0, 107183, 16005, 2290
0, 103998, 19330, 2615
8156, 90395, 17588, 1695
0, 94818, 19605, 1218
0, 92411, 0, 1428
7632, 96711, 15933, 1892
0, 86156, 16665, 1470
0, 92924, 16930, 0
0, 0, 15426, 1689
0, 0, 25056, 0
0, 0, 17443, 0
0, 0, 19249, 0
0, 0, 17934, 2910
0, 105298, 19098, 0
0, 0, 19566, 2337
0, 106161, 19990, 0
0, 78810, 0, 0
10562, 93414, 15212, 0
0, 90411, 15682, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 16748, 0
0, 108155, 0, 2297
0, 100736, 17430, 0
0, 0, 17738, 0
0, 101064, 16444, 2562
0, 105497, 12265, 2160
7092, 103494, 17052, 3182
8234, 99663, 0, 1168
14030, 0, 0, 2687
10747, 110021, 0, 1949
0, 0, 0, 0
10947, 96205, 17506, 1576
9318, 120045, 22275, 1376
10197, 98398, 0, 2361
0, 0, 0, 1711
4384, 0, 0, 2940
0, 0, 0, 0
0, 0, 0, 0
7441, 0, 0, 0
6300, 0, 0, 0
6075, 90462, 0, 2037
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
8754, 116604, 0, 978
7792, 106035, 18924, 2342
8168, 126774, 0, 0
7995, 115954, 22728, 1985
0, 98500, 17454, 1207
7125, 102590, 0, 0
0, 101268, 15867, 1817
0, 0, 15379, 0
8089, 65840, 11640, 0
0, 0, 0, 0
0, 0, 14514, 1218
0, 85320, 16026, 1323
0, 0, 0, 0
8706, 0, 0, 0
0, 0, 0, 0
0, 0, 10829, 0
0, 0, 0, 0
0, 0, 0, 0
6400, 0, 14913, 0
6799, 52435, 0, 0
