mit, all, rl, call4
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 14424, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 3490, 993
0, 13192, 6042, 0
0, 13105, 2182, 584
1949, 13790, 0, 0
1914, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
2801, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
1478, 0, 0, 0
1319, 0, 0, 0
0, 0, 0, 0
1323, 0, 0, 0
2322, 15847, 0, 666
0, 0, 0, 452
0, 0, 0, 703
0, 0, 0, 539
2263, 0, 0, 562
2314, 0, 0, 0
2598, 0, 0, 0
0, 18759, 0, 0
0, 0, 0, 0
0, 0, 2999, 1087
3074, 0, 0, 758
2963, 0, 0, 447
2682, 0, 2638, 922
0, 0, 0, 0
0, 0, 1583, 634
0, 0, 1966, 0
0, 19767, 0, 1275
3621, 0, 850, 1543
1818, 0, 0, 0
958, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 497
0, 0, 0, 0
2071, 0, 0, 0
0, 0, 0, 0
0, 16915, 0, 0
0, 0, 0, 507
0, 17487, 0, 410
1413, 13450, 3647, 1480
0, 0, 0, 717
2898, 0, 0, 0
2435, 0, 0, 769
1660, 16105, 0, 0
0, 14574, 0, 0
1542, 0, 0, 0
1592, 0, 0, 0
1939, 10302, 2244, 992
3334, 10663, 3045, 497
1309, 0, 0, 0
0, 10605, 6523, 0
2744, 12270, 2909, 537
3533, 13598, 5680, 1558
2319, 0, 0, 0
1765, 0, 3909, 0
0, 11338, 0, 0
1972, 10532, 3303, 0
2050, 10386, 5191, 717
0, 9273, 2721, 0
989, 0, 5366, 470
1627, 8023, 3388, 814
2119, 10297, 0, 347
0, 9383, 0, 2045
1847, 8893, 0, 984
1268, 7738, 0, 0
1834, 5468, 3577, 1049
1571, 5768, 2209, 807
4287, 6202, 3977, 1387
948, 8364, 4388, 335
2342, 7376, 0, 1182
1728, 8523, 2719, 908
0, 6918, 5858, 625
1579, 8658, 4034, 655
3125, 9016, 0, 658
2845, 9318, 2519, 711
3203, 7994, 0, 452
0, 8766, 3390, 920
0, 9197, 4072, 1306
1936, 7225, 3328, 739
0, 10844, 5165, 527
0, 9699, 0, 560
1999, 6843, 2883, 784
0, 12147, 2956, 552
0, 11678, 3040, 0
0, 0, 2598, 641
0, 0, 6797, 0
0, 0, 3397, 0
0, 0, 4094, 0
0, 0, 3245, 1325
0, 10833, 4329, 0
0, 0, 4479, 955
0, 10213, 4820, 0
0, 15138, 0, 0
3468, 13047, 2525, 0
0, 13786, 3088, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 3463, 0
0, 12007, 0, 1122
0, 14029, 3958, 0
0, 0, 3915, 0
0, 14743, 3476, 952
0, 13274, 2182, 843
1635, 14721, 3335, 1413
2056, 13221, 0, 439
4197, 0, 0, 1314
3285, 12548, 0, 698
0, 0, 0, 0
3041, 12962, 3018, 586
2270, 12650, 5549, 650
2447, 9200, 0, 1298
0, 0, 0, 687
869, 0, 0, 1426
0, 0, 0, 0
0, 0, 0, 0
1914, 0, 0, 0
1469, 0, 0, 0
1375, 12717, 0, 983
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
2186, 10254, 0, 403
1600, 12410, 3442, 846
2319, 11561, 0, 0
1781, 12647, 5818, 966
0, 13659, 3522, 500
1891, 11831, 0, 0
0, 11218, 2627, 805
0, 0, 2653, 0
2050, 16602, 1872, 0
0, 0, 0, 0
0, 0, 2294, 467
0, 12988, 3285, 515
0, 0, 0, 0
2483, 0, 0, 0
0, 0, 0, 0
0, 0, 1607, 0
0, 0, 0, 0
0, 0, 0, 0
1463, 0, 2944, 0
1521, 17253, 0, 0
