X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.31392,0.16526535,0.08406001,0.30388,4.321928,0.38555756
 rl, all,0.30081,0.2388669,0.047940016,0.28566,4.321928,0.24888374
 call4,mit,0.26314,0.23090273,0.04468,0.24028,4.321928,0.17954738
 call4, rl,0.26046,0.14867467,0.01523,0.24557,4.321928,0.33434314
 all,mit,0.22034,0.14305186,0.022260003,0.21168,4.321928,0.27800745
 rl,mit,0.19351,0.19292562,0.07063,0.18065,4.321928,0.024173962
