0,  rl, all,0.25297,0.11395362,0.03647001,0.22797,4.321928,0.37284902
0,  call4, all,0.23958,0.089309454,0.043640003,0.23711,4.321928,0.38764745
0,  call4, rl,0.22032,0.094790906,0.042329997,0.21244,4.321928,0.35430086
0,  all,mit,0.15902,0.107140675,0.027170002,0.15642,4.321928,0.22777036
0,  call4,mit,0.13811,0.0641263,0.03165,0.13344,4.321928,0.27199945
0,  rl,mit,0.10648,0.10576315,0.043300003,0.10506,4.321928,0.026773999
1,  rl, all,0.32175,0.14448816,0.11385998,0.31109,4.321928,0.42102474
1,  call4, all,0.29171,0.07767321,0.053369984,0.28011,4.321928,0.4626411
1,  call4, rl,0.23813,0.103150025,0.017350003,0.2278,4.321928,0.3673962
1,  all,mit,0.20779,0.12264624,0.037229992,0.19834,4.321928,0.29179403
1,  call4,mit,0.17111,0.112842724,0.015470002,0.15622,4.321928,0.24138616
1,  rl,mit,0.15912,0.15808761,0.057419993,0.14634,4.321928,0.032130674
2,  call4, all,0.32209,0.20291668,0.097690016,0.30902,4.321928,0.34521487
2,  rl, all,0.30094,0.18544392,0.031110018,0.28326,4.321928,0.33984715
2,  call4, rl,0.24433,0.13253057,0.036609992,0.23071,4.321928,0.33436424
2,  all,mit,0.22768,0.19320655,0.022879995,0.21402,4.321928,0.18567026
2,  call4,mit,0.21292,0.12853196,0.020070001,0.19889,4.321928,0.29049617
2,  rl,mit,0.19418,0.19331007,0.024049997,0.1744,4.321928,0.029494481
3,  call4, all,0.30359,0.18597695,0.06982,0.28744,4.321928,0.34294757
3,  rl, all,0.28447,0.16430396,0.04434,0.27199,4.321928,0.34664974
3,  call4, rl,0.27606,0.17102566,0.024329998,0.26381,4.321928,0.32408997
3,  rl,mit,0.20466,0.20445763,0.04771,0.18275,4.321928,0.014225536
3,  call4,mit,0.20466,0.12093357,0.03903,0.19193,4.321928,0.2893552
3,  all,mit,0.20423,0.16029939,0.03355,0.19158,4.321928,0.20959628
4,  call4, all,0.31864,0.14058593,0.045680016,0.30496,4.321928,0.42196453
4,  rl, all,0.28712,0.14310431,0.014830008,0.26725,4.321928,0.379494
4,  call4, rl,0.26576,0.14176393,0.018920004,0.24402,4.321928,0.35213077
4,  all,mit,0.21707,0.14796367,0.012290001,0.19929,4.321928,0.26288083
4,  call4,mit,0.20913,0.16264126,0.011639997,0.19714,4.321928,0.2156125
4,  rl,mit,0.17109,0.17065604,0.040769994,0.15449,4.321928,0.020831812
5,  call4, all,0.28512,0.120697886,0.06315999,0.27388,4.321928,0.40548998
5,  call4, rl,0.27666,0.14573374,0.053739995,0.26365,4.321928,0.36183733
5,  rl, all,0.26153,0.0714432,0.017650008,0.24553,4.321928,0.43598947
5,  call4,mit,0.23248,0.16189596,0.02610001,0.21552,4.321928,0.26567656
5,  all,mit,0.2053,0.14153992,0.018660001,0.1914,4.321928,0.2525076
5,  rl,mit,0.15761,0.1566137,0.020359993,0.1438,4.321928,0.03156436
6,  call4, all,0.34341,0.14364478,0.07999998,0.32949,4.321928,0.446951
6,  rl, all,0.30591,0.20054424,0.056329995,0.29236,4.321928,0.3246009
6,  call4,mit,0.23913,0.1956026,0.03361,0.22348,4.321928,0.20863223
6,  call4, rl,0.23216,0.103276566,0.018569998,0.21726,4.321928,0.3590034
6,  all,mit,0.2232,0.12691826,0.037769996,0.21095,4.321928,0.310293
6,  rl,mit,0.15781,0.15666518,0.029850006,0.1463,4.321928,0.033835217
7,  rl, all,0.32571,0.25194204,0.04187998,0.31098,4.321928,0.27160257
7,  call4, all,0.30109,0.22177051,0.054700002,0.28492,4.321928,0.28163716
7,  call4, rl,0.24195,0.15017283,0.03509,0.23195,4.321928,0.30294746
7,  all,mit,0.22593,0.21257882,0.01766,0.21191,4.321928,0.115547344
7,  call4,mit,0.22107,0.1334385,0.03501001,0.20431,4.321928,0.2960262
7,  rl,mit,0.14965,0.14829803,0.04237,0.13924,4.321928,0.036769062
8,  call4, all,0.33399,0.1375172,0.069489986,0.31859,4.321928,0.44325253
8,  rl, all,0.32741,0.1406094,0.07732999,0.31343,4.321928,0.43220437
8,  call4, rl,0.29361,0.15790825,0.04450001,0.27379,4.321928,0.3683772
8,  call4,mit,0.24141,0.17030497,0.0732,0.22165,4.321928,0.26665527
8,  rl,mit,0.2094,0.20745105,0.05258,0.18661,4.321928,0.04414702
8,  all,mit,0.19101,0.11511687,0.03452,0.17861,4.321928,0.27548707
9,  call4, all,0.30757,0.12271088,0.034329996,0.28948,4.321928,0.42995247
9,  rl, all,0.29796,0.15182544,0.03452,0.28675,4.321928,0.38227552
9,  call4,mit,0.29434,0.2513074,0.073450014,0.27689,4.321928,0.20744304
9,  call4, rl,0.25325,0.123860165,0.04593,0.24265,4.321928,0.35970798
9,  all,mit,0.22979,0.15753046,0.06012,0.21443,4.321928,0.26881135
9,  rl,mit,0.19526,0.19454782,0.050139993,0.18005,4.321928,0.02668677
10,  rl, all,0.28535,0.10801929,0.041119993,0.2651,4.321928,0.42110652
10,  call4, all,0.28283,0.101641774,0.038460016,0.2658,4.321928,0.4256621
10,  call4, rl,0.27675,0.15112118,0.054729998,0.25911,4.321928,0.35444155
10,  call4,mit,0.22487,0.15426958,0.025000006,0.20998,4.321928,0.2657074
10,  all,mit,0.21591,0.14094137,0.0133500025,0.19968,4.321928,0.273804
10,  rl,mit,0.15542,0.1551458,0.023750007,0.1407,4.321928,0.016559277
11,  call4, all,0.29666,0.20279184,0.041329995,0.28326,4.321928,0.3063791
11,  rl, all,0.2966,0.206121,0.034950018,0.27921,4.321928,0.3007973
11,  call4, rl,0.25764,0.16909522,0.029740006,0.24898,4.321928,0.29756474
11,  all,mit,0.24054,0.21551484,0.05012001,0.23296,4.321928,0.15819342
11,  call4,mit,0.20879,0.11836881,0.02409,0.19705,4.321928,0.30070117
11,  rl,mit,0.15136,0.15067314,0.027400002,0.14075,4.321928,0.026208282
12,  rl, all,0.31908,0.13127197,0.022909999,0.30552,4.321928,0.43336824
12,  call4, all,0.29796,0.09881164,0.045240015,0.2822,4.321928,0.44626042
12,  call4,mit,0.29744,0.22734502,0.13342999,0.28193,4.321928,0.26475453
