X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.32754,0.2848693,0.040340006,0.30898,4.321928,0.2065689
 rl, all,0.29326,0.23284616,0.041099995,0.27929,4.321928,0.2457923
 call4, rl,0.27818,0.21518245,0.029660016,0.26478,4.321928,0.25099313
 all,mit,0.21617,0.20623751,0.035960004,0.20677,4.321928,0.09966186
 call4,mit,0.21081,0.11295884,0.02599001,0.19723,4.321928,0.3128117
 rl,mit,0.16671,0.16658372,0.025739998,0.14997,4.321928,0.01123796
