X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.30029,0.2467122,0.059559986,0.28673,4.321928,0.23146877
 rl, all,0.2738,0.20658484,0.038699985,0.26109,4.321928,0.25925884
 call4, rl,0.27022,0.22243579,0.024120003,0.25802,4.321928,0.21859603
 call4,mit,0.21609,0.13281143,0.050339997,0.19591,4.321928,0.28858027
 all,mit,0.20963,0.18987113,0.029430002,0.19928,4.321928,0.14056623
 rl,mit,0.20466,0.20465657,0.05522999,0.18307,4.321928,-0.0018503611
