X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.29101,0.17695126,0.03356999,0.27485,4.321928,0.33772582
 rl, all,0.27266,0.10626213,0.019710004,0.25186,4.321928,0.40791893
 call4, rl,0.26231,0.15434739,0.020850003,0.24891,4.321928,0.32857665
 all,mit,0.2284,0.17287353,0.02037,0.21344,4.321928,0.23564057
 call4,mit,0.20307,0.120919764,0.021849997,0.18518,4.321928,0.28661862
 rl,mit,0.18114,0.18058708,0.045860007,0.16593,4.321928,0.023514211
