X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.29749,0.11033738,0.007100001,0.28077,4.321928,0.4326114
 rl, all,0.29621,0.12722977,0.01549001,0.27944,4.321928,0.41107205
 call4, rl,0.27933,0.13984495,0.020579994,0.25895,4.321928,0.37347695
 all,mit,0.21487,0.14358701,0.018629998,0.20082,4.321928,0.26698875
 rl,mit,0.1821,0.18184276,0.010600001,0.16999,4.321928,0.016038556
 call4,mit,0.18114,0.12255144,0.0066099986,0.16941,4.321928,0.24205074
