X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
mit, all,0.15902,0.107140675,0.027170002,0.15642,4.321928,0.22777036
mit, call4,0.13811,0.0641263,0.03165,0.13344,4.321928,0.27199945
mit, rl,0.10648,0.10576315,0.043300003,0.10506,4.321928,0.026773999
