mit, all, rl, call4
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 1138, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 13393, 10150
0, 2502, 11400, 0
0, 1913, 13042, 8187
11199, 774, 0, 0
11895, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
12039, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
9967, 0, 0, 0
10706, 0, 0, 0
0, 0, 0, 0
11335, 0, 0, 0
11829, 363, 0, 8560
0, 0, 0, 6901
0, 0, 0, 8923
0, 0, 0, 8070
10661, 0, 0, 8306
11276, 0, 0, 0
9928, 0, 0, 0
0, 182, 0, 0
0, 0, 0, 0
0, 0, 13432, 9498
10394, 0, 0, 8321
10324, 0, 0, 7588
10093, 0, 13881, 9242
0, 0, 0, 0
0, 0, 13045, 8246
0, 0, 12159, 0
0, 97, 0, 9730
9947, 0, 9832, 10126
11432, 0, 0, 0
9751, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 7191
0, 0, 0, 0
12055, 0, 0, 0
0, 0, 0, 0
0, 700, 0, 0
0, 0, 0, 8617
0, 276, 0, 6561
10447, 936, 13488, 10710
0, 0, 0, 9688
11146, 0, 0, 0
10948, 0, 0, 8732
9747, 339, 0, 0
0, 871, 0, 0
11698, 0, 0, 0
10934, 0, 0, 0
11207, 6151, 11840, 9578
9654, 4298, 12543, 8001
10268, 0, 0, 0
0, 5492, 10577, 0
10728, 3910, 11189, 7813
10456, 5111, 8980, 9281
10598, 0, 0, 0
10140, 0, 12468, 0
0, 3782, 0, 0
11295, 5152, 13031, 0
12138, 6406, 11183, 8768
0, 5122, 12697, 0
10154, 0, 12255, 8209
12222, 9204, 11686, 9402
12631, 6470, 0, 6011
0, 9171, 0, 10772
11686, 8556, 0, 8880
10171, 11597, 0, 0
9836, 10288, 11409, 10223
10979, 7382, 12870, 8796
10447, 6570, 11194, 10420
9555, 8495, 12012, 7512
10873, 6830, 0, 9522
9861, 8366, 11936, 10119
0, 7760, 11547, 9319
11271, 7423, 10518, 9428
10292, 8074, 0, 8886
11467, 8472, 12596, 8729
10865, 6003, 0, 8344
0, 7312, 12736, 9737
0, 7506, 11653, 10237
12595, 9994, 11548, 9207
0, 8009, 13106, 6914
0, 5787, 0, 8338
10362, 8830, 13717, 8877
0, 3761, 11897, 8095
0, 4148, 12535, 0
0, 0, 11484, 8695
0, 0, 11162, 0
0, 0, 11388, 0
0, 0, 11205, 0
0, 0, 12406, 10649
0, 2509, 12866, 0
0, 0, 11406, 9334
0, 2241, 10744, 0
0, 1981, 0, 0
11333, 1872, 11612, 0
0, 1977, 12118, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 13855, 0
0, 1848, 0, 9007
0, 1564, 12169, 0
0, 0, 12616, 0
0, 1209, 13174, 9169
0, 1435, 12870, 8952
10276, 1230, 12644, 10179
10337, 2065, 0, 7329
9948, 0, 0, 9962
10977, 2288, 0, 9163
0, 0, 0, 0
10859, 2615, 12415, 8054
10742, 2555, 10844, 7510
9070, 5527, 0, 9818
0, 0, 0, 8418
9332, 0, 0, 9690
0, 0, 0, 0
0, 0, 0, 0
10399, 0, 0, 0
10500, 0, 0, 0
10348, 2599, 0, 10111
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
11287, 2079, 0, 8003
11728, 2309, 13054, 9758
12150, 1674, 0, 0
11633, 1419, 12489, 9612
0, 1834, 11853, 8347
11854, 2008, 0, 0
0, 3138, 13222, 9008
0, 0, 12818, 0
12115, 1097, 13344, 0
0, 0, 0, 0
0, 0, 13477, 7079
0, 1132, 15113, 8134
0, 0, 0, 0
10579, 0, 0, 0
0, 0, 0, 0
0, 0, 12200, 0
0, 0, 0, 0
0, 0, 0, 0
10346, 0, 13796, 0
10137, 780, 0, 0
