X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.34157,0.2613479,0.08726999,0.32468,4.321928,0.28323504
 call4, rl,0.32792,0.24690652,0.06924999,0.30704,4.321928,0.28462866
 rl, all,0.31772,0.22486672,0.08148,0.30133,4.321928,0.30471838
 all,mit,0.22883,0.20142637,0.015259996,0.21187,4.321928,0.16554038
 call4,mit,0.2154,0.12497896,0.032189995,0.1996,4.321928,0.3007009
 rl,mit,0.19644,0.19637841,0.017690003,0.17923,4.321928,0.007847741
