X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 rl, all,0.32379,0.14079306,0.06947002,0.30781,4.321928,0.42778143
 call4, all,0.26843,0.12382375,0.015279993,0.2563,4.321928,0.3802713
 call4, rl,0.2652,0.15009747,0.03327,0.24777,4.321928,0.3392676
 all,mit,0.26304,0.20105192,0.07913999,0.24925,4.321928,0.24897407
 call4,mit,0.22993,0.15238589,0.038060002,0.21768,4.321928,0.27846742
 rl,mit,0.21712,0.216016,0.07792999,0.20344,4.321928,0.033226673
